name,equipable_weapon,icon,wiki_url,attack_stab,attack_slash,attack_crush,attack_magic,attack_ranged,defence_stab,defence_slash,defence_crush,defence_magic,defence_ranged,melee_strength,ranged_strength,magic_damage,prayer,slot,attack_speed,weapon_type
Air tiara,False,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAACBUlEQVR4Xu2U6UpbURSF3W/iI/Sd8kcqiChWHFo0DjgbrU3UVEONA9o41BrHhDqHiER/SP74LGGVtU/vxVyHe4IRKtwFm0Mu+5z1nb33SU1NoECBAgV6NxJ4v7yN6OPrJejp6LBJfKUEy9/j+NLa6ucliAwMaNKH2tqXEl8pQXJmGg11dX5egrmpKb8kj5zSW7XgnwSJaNT1ecFLsJdKVQAkGA6H0fe5E50tLfjU2GAJJYiOjdr6CJrq6y0OFuysrWJraRGriYS2ID45aWFiKjna22uRqxIc7+3i28iwD5SgkMshf3KM86Mj/Emncbi56WMiWIzP4uvQkJv3fG6ZBOmfa+6NH4MJVubnFOjq9ASlUkmBuHa1tT2Rb/bMTkQwHRl3L2sJQ5kqsRUs7cdQ6AGYictsFrf5vEJcZDK67q+v6+rNZXCI+WAI5cBUAESJtiK781sH/dfKsgL+iMX00LtCQc29FWIeL8A5bG9u1ooNdndhvL9fB7nyV1wmU6nri3OtBs2deSne3pR9IzgrRCBWlXNCcFaGA8+LWD51P5l5YZVoTIj7YvFJIOY4r457+G/MISYQowowjkQHkQYc9rODA50bvjAGf2e2t10gL4wzR1WCcWQOZStoxCqkFha0RYRku7huJJMujBekijBG5sDHL+i5eDMQrx4a+YV3b6BAgf4X/QWLVDFmlO0IggAAAABJRU5ErkJggg==,https://oldschool.runescape.wiki/w/Air_tiara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,head,,
Adamant arrow,False,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAAAvElEQVR4Xu2WMQoCMRBFMzfYyjrgBdJYpZIlhSwsyNoJNot4BS08+5ckG9QspLDIBJwHn0CY4vEzRZT6HwgxTUAYLyPswbYgRZiuE9zJwVgThIzWnFKE+T5jOA8hTQjd+g77Yx/CLBRldlu17E6UYRf6FGGXSe0wiiTW7eQTFZF2Skg7JaSdEtJOCWmnBOGpN19C+URF3jL+9PF3+VQl1jKuY90hwkPHZ8plmIQ8qY0mfoORJNCEjCAIP/ACxv6z3TsPgXAAAAAASUVORK5CYII=,https://oldschool.runescape.wiki/w/Adamant_arrow#Unpoisoned,0,0,0,0,0,0,0,0,0,0,0,31,0,0,ammo,,
Maple blackjack,True,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAABX0lEQVR4Xu3Sb0dDURwH8J13sjcQM2ZmxjJXZq8lepAk6UGSJKn0R1ZZlmVRqYgkJpJIokiSpAfpQa/hm+89ftfZ1Z7+TnS/HMc5Lvfje36pVJIkSZK4MbDLawRh8LFXxXMz8Iky+D6u4XO/ivf2AF52AjxtV/DYqPhCGXwd1sJmXltB2I6AHra8oEzYzNuubScOut/o10aZCNELdFf3gOKPiRBYHHSzVtZH3a6Xu2DceeY9QderglKDmfDHcZg0RNDVcgmXSyVd1G8w7i6os6CIyqTT0dMQxoYI4kzxLKDzuaIeiukFY3NEEXQ2W9BFMQI7nSlEMC4+H1G8V0fZ2LZcGOfqYr6Ik2lBKcPcZxQYF2eK54PJvANTxMVhnCtBtSdy2BzJYnGwTxfFuDAOOBtqjmWxMpSJQPYb9RgcTeXRGs+hPmwxRHkEMQaNUfepLMYjiOmGeMbY/BlIkn+THyDQiZ2OjMGeAAAAAElFTkSuQmCC,https://oldschool.runescape.wiki/w/Maple_blackjack,0,0,0,0,0,0,0,0,0,0,20,0,0,0,weapon,4,blunt
Robe of elidinis,False,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAACa0lEQVR4Xt3XUWuSURgHcN8vsWthX2A3uxgjKCTGcIhjspFDmROnrHfj1SmapmgbjmrSbGyxlLG2hVkz3MqWSJSMMWJUREQUXdUH+edz4ryhYxe7eM+pDvwv1R/Pec55jibT/7EUnI60peD1lg/7a27s3B7FatKGee2yTJSCj3uzOCr5Wcp3riAbGmCgHrNZNErB55qGk92rrEqNjUmUcmO4FR6UB/pQncFxOcAwtG1UoVxUIujt42kcPvTjoDDBME/yTixfsyLo7hfdR797h0DN7SnU1t0MU1kZx93EkA4SWKXTIMJQ6KSFJyWAPu1rrH84qLrqYrmXtv8dIGpqCoGivgvyQHTkqakJRbl/Yxhx/0XxILqDqIcIVC96GIpSXBiRD6J7iFAUAiWnL4kHfXkR1G/pV5teFoJtZh1Iz1jEg74ehPDuqcqamoOoQgSSUqHvjbA+WDmKb5ngHlLw8zB9JmjrpvAt+wOi4cpB/LTRxBf8BFHwo5nUQfxy5KeNxgcNWOGgb/U5HUQTn1D8GULzTBqIP0E4iF+OLlsPQ3V+2oDVAr2JMxCf+ASiUGMTiBrbN9orqkrtILocO0H0WFPH+8SB3j9P47iSQPNRDI3tCGobQRZ+0qixBT1BWlP+5TxOqqk2zF5hlqWypqK8EsDO8hRC3gF0m7uM7iMFR7txBnlW1NoAlMKiB/mUE7GAFa7hPh1kYJVafwxLUdQfzDHQWGYJjutZjMQXWGyRFKxaDJmgHarbIgY0kVuHM5tvw9ijGZahUAKDagQWr4p+pwe9Nge6zN3Gb9t5QxUysEomE/+B86TzO/7J9QuyDONJQTAaaQAAAABJRU5ErkJggg==,https://oldschool.runescape.wiki/w/Robe_of_elidinis_(bottom),0,0,0,0,0,0,0,0,0,0,0,0,0,0,legs,,
Rune battleaxe,True,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAABs0lEQVR4Xt3XQUsCQRgG4J1/4GkvXvwJ3aJDUAeJUISlhVhEMaUMs0gyscLYKEGIIAo6dO2HfvXOxzTjaJ7W2aEX5rK77D68862sQfB/IohX7mFIY5RSezLLE8WQw4uxxBzdTunk4UUe2yiVXKMERd1LiakP7yWmkz5Tb/qWB0hQrXNOB70rivsjSgZ3EtUcPxpb5nSeBFWaXaoe9SQMTQGm2sL510FIH6PQFYxBe/XOAky1BtD7MKTPcZG+0qLVWuZIDVLLhKXHIc3OwoWWsLVoEWDAM0QxSKHKSYt248Yv7LpeoJtWgZ5OGYVtVBgblNHwz4PMbQDGXHiwCQJmDSBEI3BTvvEiCGDMlr1dawAFgYL8hcGx7VostxSzZYKAzBw0n3mQfpigrUokZwxD7wgk5BCrZYM2y1XZ1E6UyLlzDrLnCg0Bo95E9fOwJhBv1fJ29DXLlkZnmlXt6JgvgLnMazIItzNphysxDiMkxgbZVzmKoEHC7WB51c7yQXYa3Y43swMIPjO8wPRjxngwyAi3480gt2v84eVBOz9/BPcL1I28aQfh+fEEo+IVhuMVJo98A70jASNN4SakAAAAAElFTkSuQmCC,https://oldschool.runescape.wiki/w/Rune_battleaxe,-2,48,43,0,0,0,0,0,0,-1,64,0,0,0,weapon,6,axe
Spookier boots,False,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAADmklEQVR4XtWW7UtUYRDFvf/JQh8CP0kgISIkESJJCIZhYmSiCb5glmYqspopkmHGYogVVpJYiZWYWEREREQRRUSof8zEby5z9+5zfWuvtDgwuLj3PnPmnDOzT17ewQxPopmz8KR54aa0Lk5I29JtaXl2Sy7Oj+UKoKfFG2aHFUzn6l3pWE5lAGt8NKLf/wdQnjTNjcqF+0OaALn6/oF0vZ1RYJdWpjT5HGVr35nzwdTPJKU21asMULzv85z0f3kiA1/nJfltQZLfnwbstL+8E7DIZxjkjH0A6KkM56cH5Oxkj5wZv6IHU8hNJAMwQHgGn8Fg97t7EWCwXDfVnw0oL5AjLIubFIcd/lKQBih+eW1aWYTN3k+P5drHh9LzYVbZ5uyCRELTrbpDeHrATomfYAcwsEnnJP9zgZM8A5MGyK24S3i+P7ZIukYSYwdgO7FIAhJ2kD5LQIQnN/68ykgAwQ7FKQIjeAWfkFuBM+CwUzXcFg9QavON5vjGaxn6uRiwg4EpUj3WqdOGZ/gfGQZnsuIt2Knoa4oDiPBBueywtSlysqdBC2BcimNoGLGNbuwwqbBT1nkuPqDJzTW5/mspgx0MCjvHmqu1AOwBlu8ACzDb4gDnWdix52MBmthY1YKwgCcoiEEpcKSyVAsgKQwCmO8BYj83sFM52CIn2mulqK4iPiCKDf54HshCkZqJbjk10CyJwnwtQI6uL+vuATQ7yRYr7CBtSWNV0EAsQFYI49pWto6P1pTLoeICLQKTAEc6TO2yw7OHSwvjAIqCYfXDzumRjqDrgooSLYL5h3+/UK/Z7mEt8Gx5V70U11dKfllRtoB8MDbSZlAAMb5MDB6yzk02ppF32E1MmC1DM3SWkmWCsbsPZkUuPIEMMAQgmxymEYZ4z2TDR65sJrFbdZtIg+FQu/dwOAyZXBgaGY631gRyja2vRJan/cbZDgpP2R5Y8sFwv8E3/EJzGTOWXLlsyZEY2pYn79EEMvNOeCn+49h7SjmTAkN0aizRLXLBjsllYJCKRmCHRuy3za4jNAGjWewhTzdyGJCxhFxhdtKH+nuKRmCHXQWjdiWxJmggvKX3CIjwFAwHA8T8A/Vm5jAYk4omYId3kJcBcOXKAoxF+u6LD8KdZh7qew6paAI2TV5Xrhhg/AgXDWfmob7EDAHyGqOuXNH3YoYdFj3Ul9e8BjuuXPsOZvdIs8c9KSxXDsD4sTd5cxTby3vA4y/grIakymybRwAAAABJRU5ErkJggg==,https://oldschool.runescape.wiki/w/Spookier_boots,0,0,0,0,0,0,0,0,0,0,0,0,0,0,feet,,
Amulet of magic (t),False,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAACw0lEQVR4Xt2Xy2sTURTGc/+DrGaTTSCLQKAQhOCqoHQVcFMsQiy6aCCKFVFLhb4ktpXGxkpAmlgUkza+EouNsbWtSUjrI4EihSDUF7oTce2yi8+ce52kMzV2Jk5G6AeHkMude37z3TNn7lgs+0sMjcM01ZM+SSZRXFrCZrmMLx8/oFQoIBWP4+rIsFmADIXFZ1hfWcabfB4bL9dR2djYlfzz1hZera7iwZ3bCA4MwG6ztQKKIZfJYDGdQj6b5UAygNtuV8ROuEvnzynmqFdtUgyvczkOkrl/jzukBlFfITt1NhCozVXP+Acx7kg8GsX83JzGO2a8pnq6u40GYtgslTAbi2H6elgjDIlh6XEaxzo7jQd6sbCAieBlREIhHYszXtTejg4d1+wp4c61K0Fc7O3V4Q6JIXpjCgc9HmOBpsbHccbv1wlDYhjs66s98tqvayiG95UKwqOjONzernNR4Y6vq6uJG2mo+nbps50hnUhwdwyEIYneQ8V8wO3WCCQeALU76llNivH2T++lNpdLw+IM5WKR96kWuENivCOPDQ3B6XBoAqJOTu60AIbEsLb8XPFybJxAwNNrZbi/f4+5TYvxIwUdMW5OTv4liTgBZB895HNa5I4sxs86dOfJmVu1hDuDYJbn5xUgLYKRJYq17gK1AA/ezTj4NtGRpMWuqMXwI+3kABQWCzVJAVSO1IvdNJjtFZGcwmr1wWI9WovYaa39yRCJGpGBJGlEAUNj0wHTgNhvR3r4bzFsV8B8uiu20CqdQsgvcSj1CgaL4edTVzXhAGy240gN2qpwJ3i42iaqMVYFOyLCnBpi+DrrhGSLcBcoMcFsr53k/2u1ZA4MqVo7RR++J7x4O3WI18q3uJeHVboggMyDIQkgCoKRi5eCoFL9eo4jhkgAUXIZRCQXQCa7I2v3R6A8/h9ghBol/tPYvtUvG+mEzx/vioMAAAAASUVORK5CYII=,https://oldschool.runescape.wiki/w/Amulet_of_magic_(t),0,0,0,10,0,0,0,0,0,0,0,0,0,0,neck,,
Slayer ring (8),False,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAACTklEQVR4Xu2VzWtTQRTFM/9BV9m8zcBbDDwQ3LgqLrt1oyApUlAJBpRiRBDEglAVhaBSv0sglkBDaEtLKX5hKaVKKMWPUj9bKLVSRUVERES6OHJmmGQaKwjNJJt34EBeeMz7ce+5dxKJWE2RgHFLZSEEDqYnsXtPvpVQAseOv636UGYG+zpPabcA6m+YVGdZ2wJtl7KZUAK5i2tVu0C0Z6BaTlyXSp9RvHUTfVc/oPfse+xNlTbYU9sEpkfkpn40JjE1JJHu6kJ3dl7bwrS3Z31USeBhWWK8IDGaDzAxIHF/0EAQZnYixNN7oX6+fi6J7kwGmcMVbQvTcKC7RYnBawHyuQBXepP6N/97/iDEwmSIl1MhXk8bqHKhUG2nFxh+lNXpvxDg8ulkFYhVW5xRWHqssFxRWJlVWJ1T+h1PMJTA3J0Qw/0Bcj1J9Bw1QOUbASrjoQZYe6LwaV7hy0KEb68iXSUPubES+sOsCGGO7G/TQO6UWf9ajrD+bhs+PlM4f9K+03AJ3RYGma0gkNsO1xaMeWI7PVVJ4OuLSOeo2Bf8RzaEnjxW9MwJL1US+L0SaSi2zgb2X2beuBo4AAdStWrWn7oFCayvduh8EIojzvYx1DTDvpmz6TZEKuEDiCLUDvxYjPQkcbIIxmlyzWXJ9cBWdeyswXgAokzrvr+J9IgTimEnGDc1rxAuSk5gatfG4Nef1EAJ/FwyrbNADDuzxQoxN/VTWH+CB5nwcivzquAdxqm6fclMYJNhjNyd49qCNBXGlQvQUpBYsWLF8qg/a/M9nfFV3UIAAAAASUVORK5CYII=,https://oldschool.runescape.wiki/w/Slayer_ring#(8),0,0,0,0,0,0,0,0,0,0,0,0,0,0,ring,,
Topaz necklace,False,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAACyElEQVR4Xu2XTU8TYRDHeb4Bp164NOmhiSevfgcP3owHvZjgBQ2IbxU0BGtDgNqC2GIBRYpUsJhaWwuhpNRCm9LaSMVUMR49+AE8/3XmyS5LaRt40i0x8Z9MNtmXZ387M8/MbFvbfzVdAo2tZZIvjL4KYftDGqVcDp8/FlHZ2cHe7i5+fPuKAYejFVASJBmNYiPxni2zuopcKoVSNstgn/J57GxvI7u+jru9vWZCCbwNLSD+egkry8tIhMN8XItEaoRKoFIuIzw3hxtXu8yAkuGJvJznl5AZX37aaj1gdK6QyaBcLCD0bAZdnZ3NhhLskec+XwOIagkGolBq+VT7PiXJcFWDVN91WIKBHg8PNx9oanxccVGB4NNJxWfrSuDhvX7FRQ96t/qqogR8j9yKiwqsx94pPltXgneL2qKCi6fas3Uld5naorKQup1Ofr76qqIENtfWcKv7msKiAm+CQb1AHv+DakpwS4gtLRq+9KhgAjMTEzpMk4BIgnvVVjKJF37/EauvBNc+ookwmmRLoM5Ou+5OT08DKIHAmBdPRkfgHRoyC4gkv5qSfGRwEA/6+gwh3DfyIoVq0uthKBOBSIJHDKre9DIKCRVOR/s5XGg/w94jIDK6h6BMB6J5h5J8firAnqDwhDuuw2e5DKflPG62n+Xz1JDV286xJBsnjSU0jtDWTlr7kbYOIGa9jcWObkx3XIHXckmfEkwHokkxFY9zayAr2YbYUtb7OtSo5SIn9f7oYqrkriMrbm1iz+7Fd/sYCjaXDkU5RrmkJX9LvEQwFL5f9gBbxeZB3uZkD1GOLUxP6TAmA5GEBPpbNMl+nwrip92PLzY3lmZnOcc8LlcrvKNJekn726Aj9T36GaBapc3fLfKOJjliUAUnIMopKgvplQSXgxZ6xygZunx6gz1EIwfVqRPwjlGHW8gJwkhpAEarvuef1R/9A7C9frBKDwAAAABJRU5ErkJggg==,https://oldschool.runescape.wiki/w/Topaz_necklace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neck,,
Rune gloves,False,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAACfElEQVR4XtWWUUsbQRSF3T/R54APgiAEQSRIwCBBxCAGQ0uUiFFKilhpaRFpaSlIoY/9x7d+Mz2Zu1ttm+hO7YVDdmaTzDfn3rm7Cwv/XxRWnfmHUdhKq21PAEoAha13ewGo2WjkhkoQiyurP10pbLM/dEBxrvy7WqKw7aOz6YJyRfPPGovheu/stbV2+zmgCuuNz6cLd4cnJQg5Nri4srXOjnOs1oipwgG/8NH7z7Z7PAljoFXkWYBYnBQBRO10BqNwzSfj9t5g6lYWoNNP3+zg/F2AwA3S1Z+8CZ+MqS2lMgvQ5Oa7ja6+2IvL6wAFHAKKtJHOxtJyLiAiugSQoJCAsqcMjT98teHbj0ECExB1tLTWygFUhHSw4PH1TShuDwUQxc79P58yNc/UaNP1X0fsN7gAEHWEBEba5FCzvTUt7Oq/MMeJpEUotfQ0dfvqt38TMVUA4AhQAhMUwCzGSbvbpegEdab7nExgcF99bQYwb3UERIABRNq02/T4SGlRqoFmjKv+cSTN5BY7lvQHW6MLaz9/aa3921TsDKzZ6dnyxvZUfEetghahngUMG+A+Y1KucVpjprjN/8mlbR6+so2DcQBa7w1ttbsfoJB3RkCCwSkgABSkNjkHDJHc8UC4BJScuQ8IASQQ1WB6tZk5iuBOFQhxT/Wlwld7kBuC0SPIv7rMmTKiXJBe1VPoHzcC82LugTAxfJHjlnRXr2JRycNoEw+GKUc5hYBI1RPm5UEeEYYoAyGckUO+oDne6kdJjx7x1HkoAZE6QeESBa2XOikLFPJF7mtJJ62m+vGRoMoL/XoS/f2aYBQRSgtq1i+eCcRHrWmYL54UTF3xA7xxENlMN+EFAAAAAElFTkSuQmCC,https://oldschool.runescape.wiki/w/Rune_gloves,8,8,8,4,8,8,8,8,4,8,8,0,0,0,hands,,
Evil chicken head,False,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAAB2ElEQVR4Xu3Xv0sCYRgH8O7vaBEcgkCQQOIQQRGJo4iaGtqaGiqSIqMLKaUh+kFEHVGZ1pWmUg3V0OAktNTU0tKuJDRIq3zreeM9PIscoveV6IEHz0HeD9/3uffFtra/VwrsLbUULHg9WA14oasejHe5ZKMUpHqDSGhBbAZ9iPm6MdvdJROlYOMdkhvQYPaFsB3yY9mvMpDb4ZCBUiwMpZTu78GeFpAFUuBob2cQQtAcDXU4reEWDPrAfNcC56g5RjDqM2glFrOer3JZGOtriEYiGBkeFoGyg4o3NzbQbaGAc9Nkz3FdFzFPdtDT4yP7vM7n0OF04rVaRa1Ww3OphKRhiAHRwrxp8Uq5bAEf7u/wUqkw6F2xKB5Erz298nEthDGvyg5GOr05UDiIDkZq/p0QSz61NUAcMep2sZYCOn2/Ls4GNdug060f9rjlgSiho+wcdg+nsbU3yTB060sFUUoHJxEYibAtLSEgV2enBcpfLiJzEcVxXrdS2tyZkANqxFBCBKpPSSiIMOmzeQuzb85gJznF5oinJBTEManMrIWhdKRtGW0Vx/CtonSkDTUtyOeGb1U9RgqofqtaAtSsWwrEMb8Momr8+/x1C8J8FF+sWTf+7r9+Wm+XHFFsH2MRlQAAAABJRU5ErkJggg==,https://oldschool.runescape.wiki/w/Evil_chicken_head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,head,,
Ahrim's hood 75,False,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAABj0lEQVR4Xu2XwWrDMBBEo5/oOeBDIVAIgVJ8MDSEEgq5BHIJpRDI/3+DykgM2awkR7Zk95KFucTy7vPsRpYXi2dUD2P7NWsYezh8OH3v3512u7VT1705zQjlYVIgEmi9XE4NZezx2CZB+BvUtq9zuOTdkYVjAjCBJnTJ2NOpu3OnT3Bss2mmdMm3Sxfu04QuGXs+fwYFc7RaAaa6S49nJ9VKuNQ0LzWh/OzoQrkCKGepUutM8ulzVXlfMkGBMaoE9BgG7cTA//5s7eXyFVzXULrCwAiB0D4MOLYAwkggSu/cBCp0yQMRgkVygGJwyFPo0g0IQuKYQ4BJAWmnCl0qB5KtrgJEGJl4KJDMUQBkXJFcIA1C6furAMkZ+HcgJpLzkwK6XvfzAkGEiQFRBMM7rBKQP24gqYaS7qSApDu8F2/9gvORd4dA8iwEqJxNkTAEKQZiYgIBgCdG3S4NRBj5AUCNBEJ4KA3Egxqux6T/lVqE0tUyIyxI4Slj0utiuq0dEbrgffF46HUx6XueMTT+AOHEkKSAU8NKAAAAAElFTkSuQmCC,https://oldschool.runescape.wiki/w/Ahrim's_hood#75,0,0,0,6,-2,15,13,16,6,0,0,0,0,0,head,,
Archers ring (i),False,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAAE8ElEQVR4Xt2V+0ubZxTH+/4H+6m/9BchPwQChTIY/amwMmQUpWysCE5avKAWaodZsVrbirY6td7ipbEao2m0pkZTNRpTm2TGa9R4v1Y7axVEipMhthvDwHc5J3u9RB2m6mQ78OW98Lzv83m+55znOXXq/xkCtnSi4YFQZGXgcV4WosOCThJKQE566ibMk4I8fBtwkYHO+fn921ACQygVOQxSWqRgiTAnAqQuLkLFEyWelhZDX6nh5+oK1XGmbL8fC6hSl/LkPXYbXhnrGYjAarQVaNRXHweUgKTbl7d1zk69twRgbMi5CUQgBFn3TItmQw0szQ1HCSXgp/tXkJLwDTTJn6M67QvUPTqPxrzzmKn3x1LrJax1BKKxugDdbVa8bDQwEDn2QlcJ0ws9rCYjumyWo4ASkJ/xPVKfprFEEIfmS0zUfoUF09dYbQvAh95wtBpKUFWawUA6jXozXfSsLkxBXtptBjpEgQsoyQtFbl0eS2FQsDrKLmBEdxFzRn+s2AKw3hOMj4PxsDdXwFCpQHHuPQaidNF9iSIJWSm3kHgr8jBAAjTKCChbill0ry4Mhyo/jEWpWn51Ceudl/HBGYvfxzLhsFSjUnsGzUY/dHX4IbskFPczg/BDQgBCIi/AP/CcV+0dOAToVNGosFfwtao0CtriSJYIRtr+c5pcoQ7H0IAEb2alWF+TocVxF7WWOGjqb6JIG4k6/RkoH59GcvJpREd95guUAIM2BrWaG6gpv84SwUQ4AiPpzD+iqimWJ6XJrUPJGLYFY6bnKprsj9Boy0SDNR2rKzIG7XNIkKm8CvndQF/SJ6D7ZSLajPGw1MfBpJejvvImAxIQgVBtTU9JWDTR4oIUuqYUhpjrv4bl8XD87CyEtT8fC0Pusd0hDGrsvINyQwxDUSp9cslbIgh13eS4hDU+6rn2mYPYDYJYmYrEr7PxcExo0T+lw8prOb9bGg2H3vwQDe0JKKu9gfSiEN+gxDNo6yzagqs2yVmULtJkZwi74RjX7FrIdtGYGtMDdrXd7sdNQO8PmLrdIYIRDFlPK1WoYjE/ELo5qfdCvBfV2qOAw3SF3TWbPO8+GcgTAttOziirolCglu8C8f5iZwgw993bUU+exXxyCFjtlWHWLIVDJ9kB5D1y7xAYhqD0rbd4S/Dt+10h4I9RGZbapRhpkKC1zBfbBbyzSVkEJbp08O/3DAEb04FYc8pQ3xbPP8xVhf1t+37WbxX2YpsUy51SvhIQ7WWHBzKfhWMmE63OJN4QS2uucy3UKTxd4y0qfmoEGkvOUsrfd0n5nsAOD9QWjJF5DUNZBpJ5oslm936klzAcF7smgp/HjRKuFWoEOk5I64My/NYvw0qPDA6F5LBAFAK6RlUM1TubzTVFq6bVUhoJkCDE9DR3J/KxYh99wPpzTIaPw+7GKJfCmulLDe4bApxTz3kjdM2nwPUmxl1X32Fj4iw6J1N3TCxO3jOTzvCilp+7m6J4y51DAlEIGJjWw+WIg6srBq53aXD9IsfwWzVr6K2KQV2z0diYCcbgXAm/a+nM4TNv8dlW7RwBjBgCXAMZcPW7XXLcgatbzmcYy+0eacN+DRs2t3sWfz46aKcmqGOAEcPTSa6hbLicaRh8Xcci9yit7GB7BDasgXz4iuOPCcYTnh/vbve9JIIcG8z22D7ZP8n7u/9U/AWlZu/b6zO4FgAAAABJRU5ErkJggg==,https://oldschool.runescape.wiki/w/Archers_ring_(i)#Soul_Wars,0,0,0,0,8,0,0,0,0,8,0,0,0,0,ring,,
Bronze javelin(p++),False,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAAA60lEQVR4Xu3WQQcCURAH8J0vsZe9vHNElyQryko6xpIiEqtkRURERLd07pC+62ReXuvt3nf+1J/x2N3Dz8zY3SD4zRCXryhFIMThPbJn+W7NIY5ehqOn4fBhLKhl5FQJ8WzU9AoK5DBKIB+TJg2c7rilVu3Ofh7zYRF7EFWMlHJXJKCYbNLWX2CH2aQd7e4UGIBR+RjlUfkYqFHl0y4O5j+qash+EqRkVOrdcRiA7hAfl71vQSyyQE6rPsYLUCDnbFD5pSg/WUMKjJzKGAlZjBQE5rJObMFgrtshAkZCfNuNUTAuUJhPoDCaeQPJ2x0rLnGJSwAAAABJRU5ErkJggg==,https://oldschool.runescape.wiki/w/Bronze_javelin#Poison++,0,0,0,0,0,0,0,0,0,0,0,25,0,0,ammo,,
Saradomin robe top,False,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAADW0lEQVR4Xu2VzUtUURjG5/wHs5qNG8GFEAQhtGgRtHFli6BViIJKjqRJk5mZH0xmZpppZmqaaWqapmmlqamopYYlKiJJEv0rb/d5zpy511HC5o6LYF54ce713PP+zvN+HI8nbnGLW9wOMyXR+bGYkgd3ghIsLZVbgYAVJJV/b14rlOv5+ZKdns7n+qoq8Xgvyv1gpRTm5cmFtLTjgFIy3NMjfc/apeNxkzTV1srtoiK5cbVACnJzrWBnLT9NOAB1tbRId2urPH1Yz+fKkpJYQinx+gKWF4Q8IOOv+gkIR2AEBWR5cbFczsykioDy+Sr0t95syy/FCgpAxSGogKzMzcn8xAf5NDYmE8ND8ravj0q8bGsjGNLXWFNDWP2d34LJYBqx16nERLdQSr4uLMjq/Dxh1leWZWdjg++WpqdkamSEqRx43intTY1UB89QEdAAhoqAjAGQki8zM7I49VEWJidldnycIBurq7K9/l2+fV7ie5NCpAmpa33UwN/4/v3rQenv7KCKMQEChEkPAm+trcmPrU1CLc/O8v/To6My+KKLBd9QXc3UPamrIwC+BWxnczObwEUdKaYJJ4TsCIhU7G5vy97ODpWCOrq2/HQAAeZuWRlHBPaAutjD1JgLlRS7A7WBzRDMyP5rd5epRNGihrAGAOgwdBPa3LQ6DgWVhrq7WWMez4loVUJ32R2C092rKOdmv/d+sqXRbVDPnN6flWWtPc8ZpYMqNgFUwj7adfu7UombWIH0ANSBfAlBmXwzTHVQwOiiKzk5oTWp4XVQEfWn98kOw0QNhA5B/ZgAeiNFmJHeXsIgFShiTO3kpKSIoIq1htSauooSBqY4Q/TdZcOcS0ngDDpz0kdHBwEsJdlLT070hg6g98B4wMFwt7kA0jMEp7fvIg2D2kFR4zdaGgWLgIADjA2kfW1pkYqaUeAKCCc3xQxnLbDNca/5Gejd4ADTp1OLLnK6nvSoIyiJSW6r90+mwteCuaOcpzZAcDM0w3cWG8BeCyCzl4s60lMa6XBK7SxWDaahdBdlhN8712GqI81Ir4u06e7AnNED7eAmTrBIkP1rFa8ZpBZpO2yvI5g99vef+KA5IQ5fozsNdx6KP0ogWKT8buygipErjmSuPo6wv6sYt//c/gCKyofl1DZcuwAAAABJRU5ErkJggg==,https://oldschool.runescape.wiki/w/Saradomin_robe_top,0,0,0,4,0,0,0,0,4,0,0,0,0,6,body,,
